id,age,anciennete,satisfaction,salaire,depart,promotions_recues,annees_depuis_derniere_promotion,jours_absence,niveau_etude,type_poste,type_contrat,departement
3037,48,6,0.21,60964,1,3,2,2,Master,Technicien,CDI,Ventes
3038,39,16,0.36,33830,1,3,6,20,Bac,Commercial,CDD,RH
3039,49,27,0.98,43868,0,0,7,29,Master,Commercial,CDI,Ventes
3040,25,21,0.49,34679,0,3,3,9,Licence,Directeur,CDI,Finance
3041,28,14,0.52,68754,0,1,0,8,Licence,Manager,CDD,Finance
3042,56,14,0.55,61705,0,2,4,2,Doctorat,Directeur,CDD,Production
3043,30,24,0.9,39722,1,3,9,21,Doctorat,Technicien,CDD,IT
3044,29,20,0.64,48509,1,0,3,5,Licence,Directeur,CDI,IT
3045,38,1,0.72,41989,1,1,8,10,Bac,Directeur,CDD,IT
3046,38,26,0.45,51562,1,4,2,5,Master,Commercial,CDD,Finance
3047,54,31,0.13,42919,1,4,3,4,Licence,Technicien,CDI,Ventes
3048,53,20,0.94,69306,0,1,9,29,Master,Technicien,CDD,IT
3049,29,3,0.95,39036,0,0,2,13,Bac,Manager,CDD,Ventes
3050,40,18,0.95,69078,0,4,2,1,Bac,Manager,CDD,Ventes
3051,59,1,0.95,52438,0,2,6,0,Licence,Commercial,CDI,Production
3052,24,25,0.83,48999,1,2,4,4,Doctorat,Technicien,CDI,IT
3053,26,33,0.72,69543,1,0,4,7,Bac,Manager,CDD,Finance
3054,34,13,0.86,29708,0,0,3,9,Bac,Manager,CDD,Finance
3055,52,14,0.64,34377,1,2,9,20,Master,Directeur,CDI,Production
3056,37,19,0.22,50788,0,0,7,29,Master,Directeur,CDD,IT
3057,53,33,0.45,42269,1,1,0,18,Licence,Manager,CDD,Ventes
3058,43,18,0.97,57717,1,0,8,2,Licence,Directeur,CDI,IT
3059,50,8,0.42,50605,1,2,8,17,Master,Directeur,CDD,Finance
3060,43,6,0.88,49221,1,3,4,6,Bac,Technicien,CDI,Finance
3061,24,29,0.18,69631,1,0,0,12,Doctorat,Manager,CDI,Finance
3062,31,12,0.4,59757,1,4,1,13,Doctorat,Manager,CDI,Ventes
3063,42,26,0.42,46069,1,1,1,17,Licence,Commercial,CDI,Finance
3064,37,12,0.15,52324,0,1,5,21,Master,Commercial,CDD,IT
3065,33,14,0.21,56734,0,1,9,11,Bac,Technicien,CDD,Ventes
3066,23,8,0.27,47590,1,4,8,7,Doctorat,Technicien,CDD,IT
3067,45,22,0.85,56828,0,4,2,23,Doctorat,Technicien,CDI,RH
3068,56,2,0.16,51096,0,1,7,17,Doctorat,Directeur,CDI,RH
3069,51,33,0.37,57448,0,1,1,5,Bac,Technicien,CDD,Ventes
3070,51,18,0.11,39450,0,1,4,11,Bac,Commercial,CDD,Finance
3071,56,27,0.73,58575,0,0,3,2,Licence,Technicien,CDD,Finance
3072,40,22,0.66,59592,1,4,4,24,Licence,Commercial,CDI,Ventes
3073,29,6,0.68,67110,1,2,3,2,Master,Commercial,CDI,IT
3074,47,11,0.44,66202,1,0,0,15,Master,Technicien,CDD,RH
3075,28,13,0.29,48333,0,2,0,16,Master,Technicien,CDI,Finance
3076,51,14,0.75,45663,0,0,5,15,Master,Directeur,CDI,Finance
3077,28,2,0.83,37535,1,0,7,12,Master,Manager,CDI,RH
3078,24,14,0.22,66887,0,2,6,24,Licence,Technicien,CDD,Ventes
3079,22,23,0.54,46679,1,1,3,12,Bac,Commercial,CDD,Ventes
3080,57,7,0.32,60474,1,2,4,23,Doctorat,Commercial,CDD,Ventes
3081,46,4,0.25,30560,0,3,7,11,Bac,Technicien,CDI,Finance
3082,58,3,0.76,51365,0,4,5,28,Licence,Manager,CDI,IT
3083,22,13,0.58,38745,0,3,7,1,Doctorat,Manager,CDI,Production
3084,36,15,0.29,28030,1,0,5,25,Doctorat,Technicien,CDD,Ventes
3085,58,19,0.38,36132,1,2,7,13,Bac,Technicien,CDD,Production
3086,34,23,0.97,53874,1,1,3,9,Doctorat,Manager,CDD,IT
3087,29,5,0.86,45269,1,1,9,18,Licence,Commercial,CDD,Finance
3088,26,30,0.89,54555,0,3,1,22,Doctorat,Technicien,CDD,Production
3089,30,5,0.51,49227,1,3,2,21,Bac,Directeur,CDD,Ventes
3090,22,14,0.66,64806,0,0,4,23,Bac,Technicien,CDD,Production
3091,57,28,0.44,54702,1,4,3,25,Master,Technicien,CDI,RH
3092,56,2,0.17,46674,1,0,4,28,Licence,Directeur,CDI,IT
3093,23,10,0.46,31894,1,1,0,4,Doctorat,Manager,CDD,RH
3094,44,2,0.63,32596,1,2,0,15,Doctorat,Manager,CDD,IT
3095,30,27,0.36,44588,1,3,1,4,Doctorat,Manager,CDI,IT
3096,55,9,0.86,55346,1,1,1,1,Bac,Technicien,CDD,Finance
3097,35,32,0.24,57004,0,0,7,5,Licence,Manager,CDI,IT
3098,25,15,0.43,55226,1,4,9,27,Doctorat,Directeur,CDD,IT
3099,51,9,0.21,40453,0,2,3,11,Licence,Directeur,CDD,Ventes
3100,52,32,0.46,52581,0,4,5,26,Doctorat,Technicien,CDD,RH
3101,59,2,0.14,68588,1,0,1,12,Master,Manager,CDD,Production
3102,32,4,0.35,52524,1,0,0,12,Master,Manager,CDI,Finance
3103,56,11,0.46,59843,1,1,6,26,Master,Directeur,CDD,IT
3104,29,12,0.53,40744,0,2,3,20,Bac,Manager,CDI,Ventes
3105,24,23,0.59,68784,0,0,3,24,Doctorat,Directeur,CDI,IT
3106,35,31,0.35,44610,0,1,1,13,Bac,Technicien,CDI,Finance
3107,34,15,0.57,66910,0,0,8,18,Bac,Directeur,CDI,RH
3108,53,31,0.56,35482,1,1,1,14,Bac,Manager,CDI,Production
3109,55,20,0.38,68081,0,4,4,20,Master,Directeur,CDI,Ventes
3110,40,11,0.85,60024,0,1,5,2,Licence,Manager,CDD,Finance
3111,59,20,0.59,51674,0,4,2,8,Licence,Commercial,CDI,Finance
3112,37,20,0.4,42030,0,3,2,24,Licence,Technicien,CDD,IT
3113,23,5,0.95,53472,1,0,5,29,Doctorat,Commercial,CDD,Ventes
3114,38,8,0.86,37512,1,3,4,9,Bac,Directeur,CDD,Production
3115,55,0,0.98,47045,1,2,4,28,Bac,Commercial,CDD,Finance
3116,37,11,0.72,55135,1,3,4,6,Doctorat,Technicien,CDI,Production
3117,59,13,0.44,62432,1,1,8,13,Bac,Technicien,CDI,RH
3118,23,5,0.35,48134,0,1,7,16,Licence,Directeur,CDD,IT
3119,23,0,0.7,57897,0,2,3,24,Bac,Commercial,CDI,Production
3120,47,21,0.98,42750,0,2,5,13,Doctorat,Directeur,CDI,Finance
3121,34,33,0.66,64422,0,0,4,24,Doctorat,Directeur,CDD,Finance
3122,52,10,0.89,41733,0,1,5,9,Licence,Technicien,CDI,Finance
3123,55,2,0.4,45480,1,2,7,4,Bac,Directeur,CDI,Finance
3124,60,5,0.47,31098,0,3,5,26,Doctorat,Manager,CDD,Ventes
3125,24,5,0.92,47624,1,1,5,17,Doctorat,Manager,CDI,IT
3126,29,19,0.78,68546,1,2,1,28,Doctorat,Manager,CDI,Ventes
3127,44,20,0.98,52463,1,0,6,16,Licence,Manager,CDI,Ventes
3128,35,1,0.8,42250,0,4,2,17,Bac,Technicien,CDI,IT
3129,48,25,0.5,64382,0,1,6,3,Master,Technicien,CDD,Finance
3130,50,30,0.58,64384,0,1,4,19,Bac,Commercial,CDD,RH
3131,60,25,0.91,63472,1,1,3,0,Licence,Technicien,CDD,Ventes
3132,60,31,0.6,51138,1,1,9,12,Licence,Manager,CDI,Production
3133,22,9,0.33,31893,0,4,0,28,Doctorat,Technicien,CDI,Ventes
3134,38,22,0.49,39573,1,4,7,23,Doctorat,Technicien,CDD,IT
3135,51,5,0.56,39263,1,0,1,9,Licence,Manager,CDI,Ventes
3136,34,22,0.19,63762,1,1,9,27,Master,Directeur,CDD,Production
3137,42,27,0.77,65301,0,2,7,14,Master,Technicien,CDI,Ventes
3138,40,29,0.2,62268,1,3,6,23,Licence,Technicien,CDD,RH
3139,40,13,0.46,29725,0,1,2,23,Doctorat,Commercial,CDD,Ventes
3140,46,31,0.82,68109,0,4,6,4,Licence,Directeur,CDI,Production
3141,43,33,0.52,44709,1,0,0,25,Doctorat,Technicien,CDI,Finance
3142,52,21,0.86,65185,1,1,4,17,Doctorat,Manager,CDD,RH
3143,38,30,0.41,30666,1,0,1,3,Licence,Directeur,CDD,Finance
3144,44,6,0.96,35152,0,2,1,0,Bac,Technicien,CDI,Ventes
3145,53,20,0.29,57000,0,2,2,9,Licence,Technicien,CDI,Production
3146,31,15,0.13,56477,1,2,6,16,Bac,Commercial,CDI,IT
3147,31,19,0.89,32778,1,2,1,27,Master,Commercial,CDI,RH
3148,57,18,0.78,44169,0,3,3,25,Doctorat,Technicien,CDD,Production
3149,29,31,0.31,45668,1,0,3,2,Master,Commercial,CDD,IT
3150,41,14,0.99,45762,0,1,0,3,Doctorat,Commercial,CDD,RH
3151,53,4,0.55,67107,1,3,6,11,Doctorat,Technicien,CDD,RH
3152,35,10,0.96,47945,1,1,3,26,Licence,Manager,CDI,Ventes
3153,49,14,0.55,49836,1,4,0,27,Doctorat,Commercial,CDI,IT
3154,45,28,0.52,38079,0,3,2,10,Master,Directeur,CDD,RH
3155,36,3,0.5,46362,1,3,7,2,Doctorat,Commercial,CDI,RH
3156,43,22,0.4,40919,1,4,3,27,Bac,Manager,CDD,Ventes
3157,51,14,0.58,48800,0,3,0,10,Bac,Manager,CDD,Ventes
3158,25,2,0.51,41758,0,0,6,2,Licence,Technicien,CDD,Finance
3159,34,31,0.13,56874,0,2,7,23,Licence,Technicien,CDD,Finance
3160,44,9,0.33,57298,0,1,4,3,Doctorat,Technicien,CDI,Finance
3161,29,21,0.29,42156,0,4,8,2,Master,Directeur,CDI,Finance
3162,39,13,0.88,44239,0,2,6,24,Licence,Manager,CDD,IT
3163,33,16,0.64,35089,0,3,3,11,Licence,Manager,CDD,IT
3164,52,20,0.79,41014,0,0,8,11,Licence,Manager,CDD,Production
3165,35,14,0.96,51318,1,3,5,16,Bac,Directeur,CDI,Production
3166,55,14,0.68,54866,1,4,7,23,Master,Commercial,CDI,Finance
3167,39,0,0.98,33917,1,3,1,20,Licence,Commercial,CDI,Finance
3168,55,23,0.38,69029,1,0,4,29,Doctorat,Technicien,CDD,IT
3169,32,11,0.27,43350,0,3,2,7,Licence,Commercial,CDI,Finance
3170,33,9,0.46,37286,0,3,4,9,Licence,Technicien,CDD,Finance
3171,36,30,0.52,33742,0,3,7,15,Bac,Directeur,CDI,IT
3172,52,10,0.91,65021,0,3,5,18,Bac,Directeur,CDI,RH
3173,50,15,0.6,29839,0,0,0,14,Licence,Commercial,CDD,IT
3174,47,8,0.36,46335,1,1,6,21,Master,Technicien,CDI,Finance
3175,39,13,0.77,42661,1,2,9,10,Bac,Commercial,CDI,IT
3176,53,18,0.56,39743,0,4,0,29,Licence,Commercial,CDD,Production
3177,43,30,0.25,46891,1,1,0,6,Master,Commercial,CDD,RH
3178,59,8,0.62,56483,0,0,3,23,Licence,Manager,CDD,RH
3179,38,25,0.92,59135,0,4,8,6,Master,Technicien,CDD,RH
3180,44,7,0.86,57557,1,4,7,22,Doctorat,Directeur,CDD,IT
3181,45,23,0.63,39682,1,3,9,17,Bac,Directeur,CDI,Production
3182,29,7,0.44,40798,0,2,2,18,Doctorat,Commercial,CDI,Ventes
3183,27,18,0.18,57039,1,2,5,15,Master,Technicien,CDI,Production
3184,26,29,0.52,42198,0,0,0,21,Bac,Commercial,CDI,Production
3185,50,21,0.78,69842,0,1,9,2,Bac,Commercial,CDI,Finance
3186,49,8,0.42,60104,1,3,0,24,Doctorat,Commercial,CDD,Production
3187,32,3,0.31,35603,0,2,5,24,Master,Manager,CDI,IT
3188,22,7,0.94,47009,0,3,4,5,Bac,Directeur,CDI,RH
3189,40,0,0.84,66661,1,1,5,0,Master,Directeur,CDI,Production
3190,30,27,0.67,57965,0,4,8,0,Master,Commercial,CDI,Production
3191,48,5,0.22,51784,0,1,4,14,Bac,Directeur,CDI,Ventes
3192,55,10,0.23,57340,1,4,1,19,Bac,Technicien,CDD,Ventes
3193,25,4,0.19,30153,1,1,0,10,Bac,Technicien,CDD,Finance
3194,57,23,0.65,32761,1,3,1,9,Doctorat,Directeur,CDD,Ventes
3195,39,17,0.2,51569,0,1,7,23,Bac,Commercial,CDD,Finance
3196,36,19,0.86,31566,0,2,0,2,Bac,Commercial,CDD,IT
3197,34,27,0.99,55254,1,2,5,3,Licence,Technicien,CDI,RH
3198,40,12,0.43,62612,1,0,4,11,Licence,Manager,CDD,Ventes
3199,27,4,0.51,68037,0,2,9,26,Doctorat,Technicien,CDI,IT
3200,33,29,0.74,55160,1,2,8,5,Doctorat,Directeur,CDI,RH
3201,58,0,0.94,40206,0,4,3,26,Licence,Commercial,CDI,IT
3202,38,21,0.9,29533,0,3,4,24,Doctorat,Manager,CDI,IT
3203,44,17,0.15,33596,1,3,4,19,Licence,Technicien,CDD,IT
3204,47,4,0.25,49153,0,4,1,18,Licence,Directeur,CDD,IT
3205,50,30,0.78,59069,1,2,1,25,Master,Directeur,CDI,Ventes
3206,54,5,0.72,34358,0,1,8,25,Doctorat,Commercial,CDD,Production
3207,48,26,0.22,60035,0,4,2,15,Bac,Commercial,CDD,IT
3208,46,24,0.55,62459,0,3,5,24,Licence,Manager,CDD,RH
3209,31,28,0.8,69287,1,0,3,22,Master,Commercial,CDD,Ventes
3210,44,27,0.3,62356,0,3,3,24,Master,Technicien,CDD,Ventes
3211,42,15,0.88,48137,0,1,4,26,Licence,Technicien,CDI,IT
3212,42,11,0.15,44481,1,3,4,9,Doctorat,Commercial,CDI,IT
3213,34,19,0.8,65522,1,4,6,5,Licence,Commercial,CDI,RH
3214,58,17,0.65,54923,0,0,6,19,Doctorat,Technicien,CDD,Production
3215,54,33,0.38,66941,1,3,0,4,Licence,Technicien,CDD,Ventes
3216,45,22,0.75,57689,0,4,5,9,Licence,Manager,CDD,IT
3217,32,26,0.8,36052,0,4,3,11,Master,Directeur,CDI,Finance
3218,38,16,0.94,49402,0,4,1,17,Bac,Directeur,CDD,Finance
3219,25,20,0.43,33704,0,0,5,2,Bac,Directeur,CDI,IT
3220,46,30,0.72,68679,0,4,6,4,Master,Technicien,CDD,Finance
3221,51,2,0.64,57985,0,0,1,28,Doctorat,Technicien,CDD,RH
3222,30,16,0.57,57310,1,1,1,2,Licence,Technicien,CDD,Production
3223,42,25,0.9,62045,0,1,9,2,Doctorat,Technicien,CDI,Finance
3224,41,22,0.1,39715,0,1,6,8,Bac,Directeur,CDI,RH
3225,40,5,0.35,49810,1,4,8,3,Doctorat,Directeur,CDI,Finance
3226,40,27,0.58,68583,0,0,2,29,Licence,Manager,CDI,RH
3227,33,7,0.26,28183,0,1,2,19,Bac,Manager,CDI,RH
3228,58,7,0.92,69932,0,2,7,16,Doctorat,Technicien,CDD,IT
3229,38,18,0.68,55961,0,1,1,27,Doctorat,Manager,CDI,Ventes
3230,58,28,0.53,63156,1,4,8,6,Doctorat,Directeur,CDI,RH
3231,60,22,0.83,48706,0,2,6,28,Bac,Directeur,CDI,Finance
3232,49,31,0.51,49316,1,3,7,25,Bac,Directeur,CDI,IT
3233,56,9,0.6,64595,1,2,8,12,Doctorat,Directeur,CDD,Ventes
3234,39,26,0.1,30497,1,3,2,24,Master,Commercial,CDI,Production
3235,35,0,0.43,41562,0,2,5,27,Licence,Technicien,CDD,RH
3236,56,28,0.22,64247,0,0,7,23,Bac,Technicien,CDD,RH
3237,28,2,0.72,56841,1,2,0,11,Bac,Commercial,CDD,Ventes
3238,34,30,0.53,36757,1,1,5,17,Bac,Manager,CDD,IT
3239,39,10,0.37,62703,0,3,2,21,Licence,Technicien,CDD,Production
3240,58,21,0.52,50659,0,3,7,25,Bac,Manager,CDI,Ventes
3241,34,17,0.29,37018,0,1,8,25,Master,Directeur,CDD,Production
3242,57,5,0.93,57277,0,0,4,14,Bac,Manager,CDI,Ventes
3243,52,2,0.15,44733,0,2,1,4,Bac,Technicien,CDD,IT
3244,23,4,0.88,46153,1,0,6,23,Master,Technicien,CDD,Finance
3245,37,8,0.56,62572,1,1,5,0,Licence,Directeur,CDD,Ventes
3246,30,27,0.66,32170,1,2,5,8,Licence,Technicien,CDD,Finance
3247,30,18,0.37,55666,0,1,0,8,Bac,Directeur,CDI,Ventes
3248,59,27,0.97,44785,1,3,0,12,Licence,Technicien,CDD,RH
3249,32,26,0.35,69147,0,3,5,10,Master,Directeur,CDD,IT
3250,43,12,0.63,52714,1,3,5,27,Licence,Manager,CDI,RH
3251,54,20,0.99,60711,0,4,3,22,Bac,Manager,CDI,Production
3252,57,26,0.89,28220,1,4,7,23,Master,Commercial,CDI,Finance
3253,44,5,0.58,32240,1,3,8,28,Bac,Directeur,CDI,Production
3254,55,10,0.99,67769,0,4,5,8,Master,Manager,CDI,Finance
3255,30,16,0.73,40292,0,4,9,28,Master,Commercial,CDD,Finance
3256,45,6,0.29,56604,1,1,7,4,Bac,Technicien,CDD,IT
3257,29,29,0.47,44771,1,2,7,13,Bac,Directeur,CDI,Production
3258,28,20,0.4,39223,0,3,1,26,Licence,Manager,CDI,RH
3259,57,0,0.41,60714,0,4,3,29,Doctorat,Manager,CDI,RH
3260,39,24,0.78,58429,0,1,0,15,Licence,Commercial,CDD,Finance
3261,24,31,0.63,66759,1,1,0,1,Bac,Commercial,CDD,Finance
3262,49,7,0.13,28559,1,2,5,29,Bac,Commercial,CDI,Finance
3263,27,4,0.89,29839,0,1,6,14,Licence,Technicien,CDI,Production
3264,42,29,0.37,29771,1,0,4,29,Doctorat,Manager,CDI,Production
3265,49,7,1.0,52940,0,0,7,16,Doctorat,Commercial,CDI,Ventes
3266,22,18,0.96,52992,1,3,8,4,Bac,Manager,CDI,RH
3267,57,29,0.95,35676,0,2,3,23,Doctorat,Directeur,CDD,Finance
3268,42,14,0.83,46452,0,0,0,9,Master,Technicien,CDI,Production
3269,56,26,0.3,44900,1,2,5,14,Licence,Manager,CDI,Ventes
3270,34,12,0.58,28660,0,3,0,19,Doctorat,Directeur,CDD,Finance
3271,31,13,0.3,52905,0,1,1,3,Doctorat,Manager,CDD,RH
3272,31,29,0.33,28377,1,1,3,3,Licence,Directeur,CDD,Production
3273,34,12,0.65,39474,1,1,3,23,Master,Technicien,CDI,Finance
3274,58,15,0.14,28159,1,0,5,28,Doctorat,Technicien,CDD,IT
3275,59,6,0.97,57329,1,2,7,6,Master,Technicien,CDI,IT
3276,45,26,0.93,43929,0,0,2,28,Bac,Manager,CDI,RH
3277,23,14,0.44,64942,0,4,5,26,Bac,Manager,CDI,Ventes
3278,43,27,0.56,30199,0,2,2,0,Master,Directeur,CDI,Ventes
3279,38,6,0.52,55140,0,3,1,25,Master,Technicien,CDI,IT
3280,57,19,0.89,40980,0,0,3,21,Licence,Technicien,CDI,RH
3281,35,31,0.72,53800,1,1,3,19,Licence,Directeur,CDD,IT
3282,31,31,0.35,34276,1,1,1,1,Licence,Directeur,CDD,Finance
3283,56,25,0.5,46372,0,1,2,18,Doctorat,Commercial,CDD,Production
3284,46,19,0.49,51161,1,0,8,3,Bac,Manager,CDD,Ventes
3285,24,17,0.96,36168,1,0,9,25,Licence,Technicien,CDD,Production
3286,59,14,0.26,61633,1,1,8,22,Doctorat,Manager,CDI,RH
3287,38,21,0.18,52966,1,1,9,0,Doctorat,Directeur,CDI,RH
3288,33,21,0.89,32915,1,1,6,0,Master,Technicien,CDD,IT
3289,45,20,0.91,67009,0,4,1,2,Licence,Directeur,CDI,RH
3290,50,1,0.88,67903,1,0,4,17,Master,Directeur,CDI,Production
3291,46,17,0.56,44197,0,1,7,2,Master,Commercial,CDI,Ventes
3292,57,22,0.69,57011,0,3,0,2,Doctorat,Commercial,CDI,IT
3293,47,12,0.61,45938,0,1,0,26,Bac,Technicien,CDI,RH
3294,59,8,0.16,32047,0,0,5,12,Doctorat,Manager,CDD,Finance
3295,22,6,0.64,44515,0,3,6,0,Doctorat,Commercial,CDD,RH
3296,41,0,0.11,31679,1,0,6,12,Doctorat,Directeur,CDD,Ventes
3297,49,1,0.39,50737,0,0,2,21,Bac,Directeur,CDD,IT
3298,37,3,0.94,47460,0,0,9,23,Licence,Directeur,CDI,Ventes
3299,38,13,0.37,57048,0,2,3,4,Doctorat,Manager,CDD,Production
3300,49,31,0.95,40927,1,3,8,16,Doctorat,Manager,CDI,Production
3301,33,1,0.33,62289,1,4,9,10,Licence,Manager,CDI,RH
3302,48,13,0.38,37933,1,4,3,9,Licence,Technicien,CDI,Finance
3303,51,19,0.67,61971,1,2,4,26,Doctorat,Manager,CDI,Finance
3304,55,24,0.79,58481,0,0,5,22,Bac,Directeur,CDI,IT
3305,58,7,0.55,47775,0,4,6,26,Master,Directeur,CDI,RH
3306,27,27,0.89,42836,0,3,4,14,Master,Technicien,CDD,Ventes
3307,28,20,0.14,48105,0,1,6,12,Doctorat,Manager,CDI,RH
3308,53,22,0.93,67543,0,3,1,9,Bac,Commercial,CDI,Finance
3309,53,31,0.28,51544,1,0,6,8,Licence,Technicien,CDD,Ventes
3310,46,7,0.9,43953,0,3,4,27,Bac,Commercial,CDI,Ventes
3311,54,30,0.46,37395,1,0,9,6,Master,Directeur,CDD,Finance
3312,28,15,0.85,32270,0,3,4,24,Bac,Manager,CDI,IT
3313,33,26,0.7,36389,1,2,5,9,Doctorat,Technicien,CDD,RH
3314,37,17,0.26,39717,1,3,8,8,Bac,Manager,CDI,Finance
3315,37,14,0.93,64962,1,4,3,12,Master,Manager,CDD,RH
3316,57,26,0.32,61512,0,1,4,15,Doctorat,Commercial,CDI,RH
3317,34,16,0.32,49930,1,2,4,1,Doctorat,Commercial,CDI,IT
3318,28,1,0.83,31262,0,3,2,7,Bac,Directeur,CDD,Ventes
3319,57,30,0.2,39213,0,0,2,27,Doctorat,Commercial,CDI,Finance
3320,30,33,0.3,52129,1,2,0,22,Bac,Commercial,CDI,Ventes
3321,53,33,0.55,58453,1,4,3,27,Bac,Commercial,CDD,Production
3322,32,2,0.85,28498,1,1,8,6,Licence,Directeur,CDI,Finance
3323,29,16,0.23,44524,1,1,1,1,Master,Directeur,CDI,RH
3324,54,13,0.59,46098,0,3,9,0,Licence,Commercial,CDD,Finance
3325,44,13,0.74,39012,0,4,3,3,Master,Technicien,CDI,Ventes
3326,46,0,0.87,64273,0,4,8,22,Master,Commercial,CDD,Production
3327,29,28,0.94,31602,1,1,8,5,Doctorat,Technicien,CDD,IT
3328,43,3,0.81,51059,1,1,7,25,Master,Technicien,CDD,Finance
3329,25,32,0.69,69877,1,4,1,1,Bac,Commercial,CDD,IT
3330,24,16,0.49,50888,1,1,2,6,Licence,Manager,CDI,Production
3331,50,27,0.2,56398,0,0,5,9,Doctorat,Manager,CDI,Ventes
3332,50,25,0.74,38795,0,1,1,26,Doctorat,Directeur,CDD,Production
3333,55,7,0.99,49187,0,0,2,8,Master,Manager,CDI,Finance
3334,55,33,0.76,46114,1,1,0,1,Licence,Manager,CDI,RH
3335,49,17,0.12,39620,1,2,3,25,Licence,Directeur,CDI,Ventes
3336,34,30,0.55,33976,1,2,5,14,Licence,Technicien,CDI,Finance
3337,36,26,0.65,57232,1,2,0,26,Doctorat,Directeur,CDD,Ventes
3338,44,15,0.72,41284,1,0,0,14,Licence,Manager,CDD,Ventes
3339,47,9,0.75,67796,0,0,7,20,Bac,Commercial,CDD,Finance
3340,25,11,0.6,64486,1,3,6,15,Bac,Directeur,CDI,RH
3341,47,21,0.3,67856,0,3,6,26,Master,Manager,CDD,RH
3342,30,15,0.95,62392,1,1,6,1,Master,Directeur,CDD,Finance
3343,26,11,0.73,62574,0,0,4,16,Bac,Commercial,CDI,Ventes
3344,53,10,0.31,54030,1,2,3,10,Master,Commercial,CDD,Ventes
3345,41,19,0.39,36545,1,2,6,22,Doctorat,Commercial,CDI,Finance
3346,32,0,0.93,63701,0,2,2,17,Bac,Manager,CDD,Finance
3347,36,26,0.9,61708,1,1,8,21,Doctorat,Manager,CDD,Production
3348,53,2,0.46,35787,1,0,1,22,Licence,Directeur,CDI,RH
3349,49,11,0.13,31945,1,1,0,0,Doctorat,Manager,CDI,Ventes
3350,43,29,0.14,51442,0,4,7,26,Licence,Commercial,CDI,Ventes
3351,38,8,0.36,56718,1,4,5,11,Bac,Commercial,CDI,Ventes
3352,47,0,0.67,36421,1,3,3,24,Master,Manager,CDD,Ventes
3353,28,3,0.63,39674,1,0,9,5,Master,Commercial,CDI,Finance
3354,47,14,0.67,58596,1,2,8,17,Bac,Commercial,CDD,RH
3355,46,26,0.75,49241,1,0,4,16,Doctorat,Manager,CDD,Production
3356,31,7,0.12,35738,0,3,0,16,Bac,Commercial,CDI,Finance
3357,40,22,0.19,31772,0,2,0,1,Licence,Commercial,CDD,Ventes
3358,32,14,0.42,40365,0,1,6,27,Master,Commercial,CDI,RH
3359,34,26,0.24,38798,0,2,0,24,Licence,Directeur,CDI,RH
3360,29,30,0.17,67855,1,4,5,17,Bac,Technicien,CDD,IT
3361,25,7,0.68,43775,1,1,6,14,Master,Commercial,CDI,Finance
3362,52,29,0.83,29984,0,2,9,0,Licence,Technicien,CDD,RH
3363,49,17,0.78,61820,0,1,4,28,Master,Commercial,CDD,Finance
3364,32,3,0.84,66022,0,4,2,19,Master,Directeur,CDD,RH
3365,22,21,0.7,28350,0,4,2,13,Bac,Commercial,CDD,RH
3366,59,2,0.76,28912,0,0,1,12,Licence,Directeur,CDD,Production
3367,45,14,0.34,65213,1,4,0,24,Bac,Technicien,CDI,IT
3368,52,32,0.99,38715,0,4,7,11,Doctorat,Directeur,CDD,Finance
3369,47,13,0.26,61059,1,4,8,7,Licence,Manager,CDI,Ventes
3370,26,0,0.29,53788,1,3,1,6,Bac,Directeur,CDI,Production
3371,41,25,0.36,43778,0,4,3,7,Bac,Technicien,CDI,Ventes
3372,32,7,0.98,43223,1,0,2,17,Doctorat,Manager,CDI,Production
3373,54,15,0.99,61235,1,1,3,20,Bac,Technicien,CDD,RH
3374,59,9,0.82,31277,1,3,3,27,Doctorat,Technicien,CDI,IT
3375,48,25,0.67,42641,1,1,7,14,Licence,Manager,CDI,Finance
3376,55,27,0.57,39391,0,1,2,27,Doctorat,Commercial,CDI,RH
3377,36,11,0.97,50976,1,0,2,6,Doctorat,Commercial,CDI,Ventes
3378,53,19,0.73,48709,1,3,5,0,Bac,Technicien,CDI,IT
3379,42,13,0.95,61832,0,2,2,5,Master,Technicien,CDI,Ventes
3380,26,28,0.38,65656,0,4,4,22,Bac,Technicien,CDI,Finance
3381,27,11,0.4,39655,0,1,3,15,Master,Technicien,CDD,Ventes
3382,59,17,0.87,41111,1,1,3,23,Licence,Directeur,CDI,IT
3383,43,1,0.23,54269,0,0,1,20,Master,Commercial,CDD,Finance
3384,39,1,0.95,46778,1,0,8,13,Doctorat,Technicien,CDI,RH
3385,35,16,0.56,52662,0,0,4,7,Master,Commercial,CDI,RH
3386,31,9,0.93,55168,1,3,4,9,Master,Directeur,CDD,IT
3387,34,17,0.4,67626,0,4,6,26,Doctorat,Commercial,CDI,IT
3388,52,21,0.74,28003,0,3,2,16,Master,Technicien,CDD,IT
3389,51,18,0.53,66708,1,0,5,14,Master,Technicien,CDD,Ventes
3390,24,0,0.66,68816,0,0,0,13,Licence,Directeur,CDI,RH
3391,51,23,0.55,37322,0,1,4,19,Licence,Commercial,CDD,RH
3392,27,24,0.97,53977,1,3,4,28,Licence,Manager,CDD,RH
3393,50,30,0.72,41223,0,3,8,10,Doctorat,Commercial,CDI,Finance
3394,29,30,0.33,42166,0,4,4,5,Licence,Manager,CDD,Production
3395,54,1,0.92,46134,1,3,7,3,Licence,Manager,CDD,IT
